"Slice","Count","Total.Area","Average.Size","X.Area","Mean","notes","date","Species","plant","leaf","all"
"AG2-p2_ALL",14,21.885,1.563,3.631,254.473,"",2017-04-20,NA,"p2",NA,TRUE
"AG2_P2-l1",2,3.34,1.67,0.554,253.809,"",2017-04-20,NA,"p2","l1",FALSE
"AG2-p2_L2",2,3.54,1.77,0.587,252.882,"",2017-04-20,NA,"p2","l2",FALSE
"AG2_P2-l3",2,4.045,2.023,0.671,254.501,"",2017-04-20,NA,"p2","l3",FALSE
"AG2-p3_ALL",22,39.873,1.812,6.616,254.464,"",2017-04-20,NA,"p3",NA,TRUE
"AG2_P3-l1",4,6.738,1.685,1.118,254.27,"",2017-04-20,NA,"p3","l1",FALSE
"AG2-p3_L2",1,4.968,4.968,0.824,254.469,"",2017-04-20,NA,"p3","l2",FALSE
"AG2_P3-l3",3,5.937,1.979,0.985,254.824,"",2017-04-20,NA,"p3","l3",FALSE
"AG2-p4_ALL",16,14.116,0.882,2.342,254.626,"",2017-04-20,NA,"p4",NA,TRUE
"AG2_P4-l1",1,3.236,3.236,0.537,253.112,"",2017-04-20,NA,"p4","l1",FALSE
"AG2-p4_L2",3,4.281,1.427,0.71,254.498,"",2017-04-20,NA,"p4","l2",FALSE
"AG2_P4-l3",1,2.733,2.733,0.453,254.274,"",2017-04-20,NA,"p4","l3",FALSE
"AG2-p5_ALL",23,32.248,1.402,5.351,254.217,"",2017-04-20,NA,"p5",NA,TRUE
"AG2_P5-l1",1,3.834,3.834,0.636,253.932,"",2017-04-20,NA,"p5","l1",FALSE
"AG2-p5_L2",1,2.823,2.823,0.468,254.063,"",2017-04-20,NA,"p5","l2",FALSE
"AG2_P5-l3",2,2.533,1.266,0.42,253.523,"",2017-04-20,NA,"p5","l3",FALSE
"AG2-p6_ALL",15,35.402,2.36,5.874,254.222,"",2017-04-20,NA,"p6",NA,TRUE
"AG2_P6-l1",3,7.372,2.457,1.223,254.676,"",2017-04-20,NA,"p6","l1",FALSE
"AG2-p6_L2",1,5.843,5.843,0.969,253.507,"",2017-04-20,NA,"p6","l2",FALSE
"AG2_P6-l3",2,4.88,2.44,0.81,254.876,"",2017-04-20,NA,"p6","l3",FALSE
"AG2-p7_ALL",14,42.174,3.012,6.998,254.716,"",2017-04-20,NA,"p7",NA,TRUE
"AG2_P7-l1",2,7.885,3.942,1.308,254.268,"",2017-04-20,NA,"p7","l1",FALSE
"AG2-p7_L2",1,5.526,5.526,0.917,254.892,"",2017-04-20,NA,"p7","l2",FALSE
"AG2_P7-l3",1,5.99,5.99,0.994,254.391,"",2017-04-20,NA,"p7","l3",FALSE
"AG2-p8_ALL",17,25.683,1.511,4.262,254.477,"",2017-04-20,NA,"p8",NA,TRUE
"AG2_P8-l1",3,5.271,1.757,0.875,254.804,"",2017-04-20,NA,"p8","l1",FALSE
"AG2-p8_L2",1,2.894,2.894,0.48,253.397,"",2017-04-20,NA,"p8","l2",FALSE
"AG2_P8-l3",1,5.687,5.687,0.944,254.628,"",2017-04-20,NA,"p8","l3",FALSE
"AVBA-p1_ALL_LVS",33,25.316,0.767,4.201,254.784,"",2017-04-21,"avba","p1",NA,TRUE
"AVBA_P1-l1",6,2.91,0.485,0.483,254.981,"",2017-04-21,"avba","p1","l1",FALSE
"AVBA-p1_L2",5,5.159,1.032,0.856,254.974,"",2017-04-21,"avba","p1","l2",FALSE
"AVBA_P1-l3",1,3.76,3.76,0.624,254.779,"",2017-04-21,"avba","p1","l3",FALSE
"AVBA-p2_L1",1,6.193,6.193,1.028,254.976,"",2017-04-21,"avba","p2","l1",FALSE
"AVBA_P2-l2",1,3.183,3.183,0.528,254.973,"",2017-04-21,"avba","p2","l2",FALSE
"AVBA-p2_L3",1,6.96,6.96,1.155,253.682,"",2017-04-21,"avba","p2","l3",FALSE
"AVBA_P3-l1",1,3.24,3.24,0.538,254.91,"",2017-04-21,"avba","p3","l1",FALSE
"AVBA-p3_L2",2,3.549,1.774,0.589,254.787,"",2017-04-21,"avba","p3","l2",FALSE
"AVBA_P3-l3",1,3.685,3.685,0.612,254.774,"",2017-04-21,"avba","p3","l3",FALSE
"AVBA-p4_L1",1,5.303,5.303,0.88,254.767,"",2017-04-21,"avba","p4","l1",FALSE
"AVBA_P4-l2",1,8.172,8.172,1.356,254.74,"",2017-04-21,"avba","p4","l2",FALSE
"AVBA-p4_L3",1,6.872,6.872,1.14,254.882,"",2017-04-21,"avba","p4","l3",FALSE
"AVBA_P5-l1",1,5.274,5.274,0.875,254.869,"",2017-04-21,"avba","p5","l1",FALSE
"AVBA-p5_L2",1,6.216,6.216,1.031,254.876,"",2017-04-21,"avba","p5","l2",FALSE
"AVBA_P5-l3",1,6.638,6.638,1.102,253.932,"",2017-04-21,"avba","p5","l3",FALSE
"AVBA-p6_L1",1,4.971,4.971,0.825,254.893,"",2017-04-21,"avba","p6","l1",FALSE
"AVBA_P6-l2",1,4.446,4.446,0.738,254.839,"",2017-04-21,"avba","p6","l2",FALSE
"AVBA-p6_L3",1,3.803,3.803,0.631,254.932,"",2017-04-21,"avba","p6","l3",FALSE
"AVBA_P7-l1",1,4.321,4.321,0.717,254.947,"",2017-04-21,"avba","p7","l1",FALSE
"AVBA-p7_L2",1,5.585,5.585,0.927,254.975,"",2017-04-21,"avba","p7","l2",FALSE
"AVBA_P7-l3",1,3.618,3.618,0.6,254.994,"",2017-04-21,"avba","p7","l3",FALSE
"AVBA-p8_L1",1,6.215,6.215,1.031,254.666,"",2017-04-21,"avba","p8","l1",FALSE
"AVBA_P8-l2",1,4.906,4.906,0.814,254.765,"",2017-04-21,"avba","p8","l2",FALSE
"AVBA-p8_L3",1,3.956,3.956,0.656,254.863,"",2017-04-21,"avba","p8","l3",FALSE
"BRDI_P1_ALL-lVS",22,86.868,3.949,14.414,254.208,"",2017-04-21,"brdi","p1",NA,TRUE
"BRDI-p1_L1",1,11.14,11.14,1.849,254.815,"",2017-04-21,"brdi","p1","l1",FALSE
"BRDI_P1-l2",1,11.718,11.718,1.944,254.834,"",2017-04-21,"brdi","p1","l2",FALSE
"BRDI-p1_L3",1,8.894,8.894,1.476,254.973,"",2017-04-21,"brdi","p1","l3",FALSE
"BRDI_P2_ALL-lVS",22,55.845,2.538,9.266,254.908,"",2017-04-21,"brdi","p2",NA,TRUE
"BRDI-p2_L1",3,9.716,3.239,1.612,254.985,"",2017-04-21,"brdi","p2","l1",FALSE
"BRDI_P2-l2",3,6.943,2.314,1.152,254.91,"",2017-04-21,"brdi","p2","l2",FALSE
"BRDI-p2_L3",2,6.198,3.099,1.029,254.978,"",2017-04-21,"brdi","p2","l3",FALSE
"BRDI_P3_ALL-lVS",31,137.511,4.436,22.817,254.661,"",2017-04-21,"brdi","p3",NA,TRUE
"BRDI-p3_L1",1,15.32,15.32,2.542,254.395,"",2017-04-21,"brdi","p3","l1",FALSE
"BRDI_P3-l2",3,13.056,4.352,2.166,254.858,"",2017-04-21,"brdi","p3","l2",FALSE
"BRDI-p3_L3",3,10.317,3.439,1.712,254.898,"",2017-04-21,"brdi","p3","l3",FALSE
"BRDI_P4_ALL-lVS",7,19.803,2.829,3.286,254.587,"",2017-04-21,"brdi","p4",NA,TRUE
"BRDI-p4_L1",3,5.852,1.951,0.971,254.857,"",2017-04-21,"brdi","p4","l1",FALSE
"BRDI_P4-l2",3,11.663,3.888,1.935,254.954,"",2017-04-21,"brdi","p4","l2",FALSE
"BRDI-p4_L3",3,7.442,2.481,1.235,254.795,"",2017-04-21,"brdi","p4","l3",FALSE
"BRDI_P5_ALL-lVS",29,131.755,4.543,21.862,254.872,"",2017-04-21,"brdi","p5",NA,TRUE
"BRDI-p5_L1",1,11.835,11.835,1.964,254.962,"",2017-04-21,"brdi","p5","l1",FALSE
"BRDI_P5-l2",2,10.222,5.111,1.696,254.989,"",2017-04-21,"brdi","p5","l2",FALSE
"BRDI-p5_L3",3,11.141,3.714,1.849,254.86,"",2017-04-21,"brdi","p5","l3",FALSE
"BRDI_P6_ALL-lVS",8,20.676,2.585,3.431,254.686,"",2017-04-21,"brdi","p6",NA,TRUE
"BRDI-p6_L1",3,8.101,2.7,1.344,254.68,"",2017-04-21,"brdi","p6","l1",FALSE
"BRDI_P6-l2",1,6.06,6.06,1.006,254.996,"",2017-04-21,"brdi","p6","l2",FALSE
"BRDI-p6_L3",2,12.133,6.066,2.013,254.447,"",2017-04-21,"brdi","p6","l3",FALSE
"BRDI_P7_ALL-lVS1",14,60.489,4.321,10.037,254.764,"",2017-04-21,"brdi","p7",NA,TRUE
"BRDI-p7_ALL_LVS2",25,90.328,3.613,14.988,254.585,"",2017-04-21,"brdi","p7",NA,TRUE
"BRDI_P7-l1",3,9.984,3.328,1.657,254.867,"",2017-04-21,"brdi","p7","l1",FALSE
"BRDI-p7_L2",2,11.87,5.935,1.97,254.993,"",2017-04-21,"brdi","p7","l2",FALSE
"BRDI_P7-l3",4,16.924,4.231,2.808,254.688,"",2017-04-21,"brdi","p7","l3",FALSE
"BRDI-p8_ALL_LVS",17,51.239,3.014,8.502,254.795,"",2017-04-21,"brdi","p8",NA,TRUE
"BRDI_P8-l1",1,9.923,9.923,1.647,254.926,"",2017-04-21,"brdi","p8","l1",FALSE
"BRDI-p8_L2",3,13.833,4.611,2.295,254.608,"",2017-04-21,"brdi","p8","l2",FALSE
"BRDI_P8-l3",3,9.825,3.275,1.63,254.64,"",2017-04-21,"brdi","p8","l3",FALSE
"ERMO-p1_L1",10,11.139,1.114,1.848,254.761,"no_petiole",2017-04-21,"ermo","p1","l1",FALSE
"ERMO_P1-l2",10,9.934,0.993,1.648,254.756,"no_petiole",2017-04-21,"ermo","p1","l2",FALSE
"ERMO-p1_L3",10,14.023,1.402,2.327,254.895,"no_petiole",2017-04-21,"ermo","p1","l3",FALSE
"ERMO_P2-l1",10,17.811,1.781,2.955,254.738,"no_petiole",2017-04-21,"ermo","p2","l1",FALSE
"ERMO-p2_L2",10,16.311,1.631,2.707,254.969,"no_petiole",2017-04-21,"ermo","p2","l2",FALSE
"ERMO_P2-l3",10,10.709,1.071,1.777,254.955,"no_petiole",2017-04-21,"ermo","p2","l3",FALSE
"ERMO-p3_L1",9,7.002,0.778,1.162,254.955,"no_petiole",2017-04-21,"ermo","p3","l1",FALSE
"ERMO_P3-l2",9,8.956,0.995,1.486,254.973,"no_petiole",2017-04-21,"ermo","p3","l2",FALSE
"ERMO-p3_L3",5,6.521,1.304,1.082,254.912,"no_petiole",2017-04-21,"ermo","p3","l3",FALSE
"ERMO_P4-l1",9,9.835,1.093,1.632,254.789,"no_petiole",2017-04-21,"ermo","p4","l1",FALSE
"ERMO-p4_L2",8,6.352,0.794,1.054,254.864,"no_petiole",2017-04-21,"ermo","p4","l2",FALSE
"ERMO_P4-l3",9,3.447,0.383,0.572,254.99,"no_petiole",2017-04-21,"ermo","p4","l3",FALSE
"ERMO-p5_L1",9,9.112,1.012,1.512,254.929,"no_petiole",2017-04-21,"ermo","p5","l1",FALSE
"ERMO_P5-l2",10,4.715,0.472,0.782,254.99,"no_petiole",2017-04-21,"ermo","p5","l2",FALSE
"ERMO-p5_L3",9,7.476,0.831,1.24,254.96,"no_petiole",2017-04-21,"ermo","p5","l3",FALSE
"ERMO_P6-l1",12,12.95,1.079,2.149,254.937,"no_petiole",2017-04-21,"ermo","p6","l1",FALSE
"ERMO-p6_L2",9,5.838,0.649,0.969,254.972,"no_petiole",2017-04-21,"ermo","p6","l2",FALSE
"ERMO_P6-l3",8,5.568,0.696,0.924,254.485,"no_petiole",2017-04-21,"ermo","p6","l3",FALSE
"ERMO-p7_L1",9,4.854,0.539,0.806,254.95,"no_petiole",2017-04-21,"ermo","p7","l1",FALSE
"ERMO_P8-l1",10,6.544,0.654,1.086,254.863,"no_petiole",2017-04-21,"ermo","p8","l1",FALSE
"ERMO-p1_L1",11,13.283,1.208,2.204,254.495,"with_petiole",2017-04-21,"ermo","p1","l1",FALSE
"ERMO_P1-l2",11,11.157,1.014,1.851,254.7,"with_petiole",2017-04-21,"ermo","p1","l2",FALSE
"ERMO-p1_L3",11,15.407,1.401,2.557,254.836,"with_petiole",2017-04-21,"ermo","p1","l3",FALSE
"ERMO_P2-l1",11,19.772,1.797,3.281,254.73,"with_petiole",2017-04-21,"ermo","p2","l1",FALSE
"ERMO-p2_L2",11,17.549,1.595,2.912,254.959,"with_petiole",2017-04-21,"ermo","p2","l2",FALSE
"ERMO_P2-l3",11,11.626,1.057,1.929,254.918,"with_petiole",2017-04-21,"ermo","p2","l3",FALSE
"ERMO-p3_L1",10,8.581,0.858,1.424,254.764,"with_petiole",2017-04-21,"ermo","p3","l1",FALSE
"ERMO_P3-l2",10,10.826,1.083,1.796,254.921,"with_petiole",2017-04-21,"ermo","p3","l2",FALSE
"ERMO-p3_L3",6,6.974,1.162,1.157,254.918,"with_petiole",2017-04-21,"ermo","p3","l3",FALSE
"ERMO_P4-l1",10,11.354,1.135,1.884,254.771,"with_petiole",2017-04-21,"ermo","p4","l1",FALSE
"ERMO-p4_L2",9,7.3,0.811,1.211,254.719,"with_petiole",2017-04-21,"ermo","p4","l2",FALSE
"ERMO_P4-l3",10,3.889,0.389,0.645,254.404,"with_petiole",2017-04-21,"ermo","p4","l3",FALSE
"ERMO-p5_L1",10,9.997,1,1.659,254.879,"with_petiole",2017-04-21,"ermo","p5","l1",FALSE
"ERMO_P5-l2",11,5.112,0.465,0.848,254.677,"with_petiole",2017-04-21,"ermo","p5","l2",FALSE
"ERMO-p5_L3",10,8.519,0.852,1.414,254.785,"with_petiole",2017-04-21,"ermo","p5","l3",FALSE
"ERMO_P6-l1",13,14.585,1.122,2.42,254.887,"with_petiole",2017-04-21,"ermo","p6","l1",FALSE
"ERMO-p6_L2",10,6.256,0.626,1.038,254.969,"with_petiole",2017-04-21,"ermo","p6","l2",FALSE
"ERMO_P6-l3",9,6.057,0.673,1.005,254.38,"with_petiole",2017-04-21,"ermo","p6","l3",FALSE
"ERMO-p7_L1",10,5.577,0.558,0.925,254.938,"with_petiole",2017-04-21,"ermo","p7","l1",FALSE
"ERMO_P8-l1",11,7.162,0.651,1.188,254.853,"with_petiole",2017-04-21,"ermo","p8","l1",FALSE
"LOST-p1",3,0.47,0.157,0.078,252.418,"no_petiole",2017-04-21,"lost","p1",NA,FALSE
"LOST_P2",3,0.332,0.111,0.055,253.12,"no_petiole",2017-04-21,"lost","p2",NA,FALSE
"LOST-p3",3,0.336,0.112,0.056,251.156,"no_petiole",2017-04-21,"lost","p3",NA,FALSE
"LOST_P4",3,0.453,0.151,0.075,252.726,"no_petiole",2017-04-21,"lost","p4",NA,FALSE
"LOST-p5",9,0.93,0.103,0.154,251.811,"no_petiole",2017-04-21,"lost","p5",NA,FALSE
"LOST_P6",7,0.599,0.086,0.099,242.183,"no_petiole",2017-04-21,"lost","p6",NA,FALSE
"LOST-p7",12,1.291,0.108,0.214,253.513,"no_petiole",2017-04-21,"lost","p7",NA,FALSE
"LOST_P8",8,0.623,0.078,0.103,254.367,"no_petiole",2017-04-21,"lost","p8",NA,FALSE
"LUBI-p1_L1",7,2.311,0.33,0.658,254.867,"no_petiole",2017-04-21,"lubi","p1","l1",FALSE
"LUBI_P1-l2",6,1.409,0.235,0.401,254.571,"no_petiole",2017-04-21,"lubi","p1","l2",FALSE
"LUBI-p1_L3",7,2.158,0.308,0.614,254.748,"no_petiole",2017-04-21,"lubi","p1","l3",FALSE
"LUBI_P2-l1",8,1.126,0.141,0.321,254.19,"no_petiole",2017-04-21,"lubi","p2","l1",FALSE
"LUBI-p2_L2",6,1.371,0.228,0.39,254.458,"no_petiole",2017-04-21,"lubi","p2","l2",FALSE
"LUBI_P2-l3",8,2.387,0.298,0.679,254.356,"no_petiole",2017-04-21,"lubi","p2","l3",FALSE
"LUBI-p3_L1",8,2.593,0.324,0.738,254.872,"no_petiole",2017-04-21,"lubi","p3","l1",FALSE
"LUBI_P3-l2",6,2.789,0.465,0.794,254.765,"no_petiole",2017-04-21,"lubi","p3","l2",FALSE
"LUBI-p3_L3",6,1.464,0.244,0.417,254.927,"no_petiole",2017-04-21,"lubi","p3","l3",FALSE
"LUBI_P4-l1",7,1.799,0.257,0.512,254.78,"no_petiole",2017-04-21,"lubi","p4","l1",FALSE
"LUBI-p4_L2",8,1.491,0.186,0.424,254.642,"no_petiole",2017-04-21,"lubi","p4","l2",FALSE
"LUBI_P4-l3",1,0.914,0.914,0.26,253.9,"no_petiole",2017-04-21,"lubi","p4","l3",FALSE
"LUBI-p5_L1",8,1.707,0.213,0.486,254.812,"no_petiole",2017-04-21,"lubi","p5","l1",FALSE
"LUBI_P5-l2",7,1.634,0.233,0.465,254.621,"no_petiole",2017-04-21,"lubi","p5","l2",FALSE
"LUBI-p5_L3",1,1.16,1.16,0.33,254.567,"no_petiole",2017-04-21,"lubi","p5","l3",FALSE
"LUBI_P6-l1",7,2.783,0.398,0.792,254.917,"no_petiole",2017-04-21,"lubi","p6","l1",FALSE
"LUBI-p6_L2",7,1.422,0.203,0.405,254.904,"no_petiole",2017-04-21,"lubi","p6","l2",FALSE
"LUBI_P6-l3",8,2.174,0.272,0.619,254.778,"no_petiole",2017-04-21,"lubi","p6","l3",FALSE
"LUBI-p1_L1",8,2.801,0.35,0.797,254.884,"with_petiole",2017-04-21,"lubi","p1","l1",FALSE
"LUBI_P1-l2",7,1.622,0.232,0.462,254.467,"with_petiole",2017-04-21,"lubi","p1","l2",FALSE
"LUBI-p1_L3",8,2.53,0.316,0.72,254.535,"with_petiole",2017-04-21,"lubi","p1","l3",FALSE
"LUBI_P2-l1",9,1.357,0.151,0.386,254.203,"with_petiole",2017-04-21,"lubi","p2","l1",FALSE
"LUBI-p2_L2",7,1.575,0.225,0.448,254.29,"with_petiole",2017-04-21,"lubi","p2","l2",FALSE
"LUBI_P2-l3",9,2.833,0.315,0.806,254.004,"with_petiole",2017-04-21,"lubi","p2","l3",FALSE
"LUBI-p3_L1",9,2.933,0.326,0.835,254.496,"with_petiole",2017-04-21,"lubi","p3","l1",FALSE
"LUBI_P3-l2",7,3.29,0.47,0.936,254.535,"with_petiole",2017-04-21,"lubi","p3","l2",FALSE
"LUBI-p3_L3",7,1.663,0.238,0.473,254.806,"with_petiole",2017-04-21,"lubi","p3","l3",FALSE
"LUBI_P4-l1",8,2.076,0.259,0.591,254.775,"with_petiole",2017-04-21,"lubi","p4","l1",FALSE
"LUBI-p4_L2",9,1.841,0.205,0.524,254.399,"with_petiole",2017-04-21,"lubi","p4","l2",FALSE
"LUBI_P4-l3",2,1.076,0.538,0.306,253.433,"with_petiole",2017-04-21,"lubi","p4","l3",FALSE
"LUBI-p5_L1",9,1.952,0.217,0.556,254.587,"with_petiole",2017-04-21,"lubi","p5","l1",FALSE
"LUBI_P5-l2",8,1.861,0.233,0.53,254.084,"with_petiole",2017-04-21,"lubi","p5","l2",FALSE
"LUBI-p5_L3",2,1.306,0.653,0.372,254.674,"with_petiole",2017-04-21,"lubi","p5","l3",FALSE
"LUBI_P6-l1",8,3.174,0.397,0.903,254.429,"with_petiole",2017-04-21,"lubi","p6","l1",FALSE
"LUBI-p6_L2",8,1.618,0.202,0.46,254.56,"with_petiole",2017-04-21,"lubi","p6","l2",FALSE
"LUBI_P6-l3",9,2.52,0.28,0.717,254.7,"with_petiole",2017-04-21,"lubi","p6","l3",FALSE
"TRAL-p1_ALL_LVS",125,42.845,0.343,7.109,254.861,"no_petiole",2017-04-21,"tral","p1",NA,TRUE
"TRAL_P1_focal-lVS",9,4.994,0.555,0.829,254.96,"no_petiole",2017-04-21,"tral","p1",NA,FALSE
"TRAL-p2_ALL_LVS",23,3.876,0.169,0.643,254.706,"no_petiole",2017-04-21,"tral","p2",NA,TRUE
"TRAL_P2_focal-lVS",9,2.314,0.257,0.384,254.689,"no_petiole",2017-04-21,"tral","p2",NA,FALSE
"TRAL-p3_ALL_LVS",3,0.927,0.309,0.154,250.408,"no_petiole",2017-04-21,"tral","p3",NA,TRUE
"TRAL_P3_focal-lVS",6,1.928,0.321,0.32,254.955,"no_petiole",2017-04-21,"tral","p3",NA,FALSE
"TRAL-p4_ALL",33,13.96,0.423,2.316,254.74,"no_petiole",2017-04-21,"tral","p4",NA,TRUE
"TRAL_P4_focal-lVS",9,6.778,0.753,1.125,254.914,"no_petiole",2017-04-21,"tral","p4",NA,FALSE
"TRAL-p5_ALL_LVS",9,1.997,0.222,0.331,254.921,"no_petiole",2017-04-21,"tral","p5",NA,TRUE
"TRAL_P5_focal-lVS",9,4.556,0.506,0.756,254.857,"no_petiole",2017-04-21,"tral","p5",NA,FALSE
"TRAL-p6_ALL_LVS",6,1.772,0.295,0.294,254.886,"no_petiole",2017-04-21,"tral","p6",NA,TRUE
"TRAL_P6_focal-lVS",9,2.108,0.234,0.35,254.851,"no_petiole",2017-04-21,"tral","p6",NA,FALSE
"TRAL-p7_ALL",6,3.385,0.564,0.562,254.977,"no_petiole",2017-04-21,"tral","p7",NA,TRUE
"TRAL_P7_focal-lVS",9,3.355,0.373,0.557,254.824,"no_petiole",2017-04-21,"tral","p7",NA,FALSE
"TRAL-p8_ALL",29,7.829,0.27,1.299,254.657,"no_petiole",2017-04-21,"tral","p8",NA,TRUE
"TRAL_P8_focal-lVS",9,3.083,0.343,0.512,254.855,"no_petiole",2017-04-21,"tral","p8",NA,FALSE
"gilia-p1-all",32,16.007,0.5,2.464,252.791,"with_petiole",2017-03-22,"gilia","p1",NA,TRUE
"gilia-p1-l1",1,0.838,0.838,0.129,251.953,"with_petiole",2017-03-22,"gilia","p1","l1",FALSE
"gilia-p1-l2",1,0.838,0.838,0.129,251.277,"with_petiole",2017-03-22,"gilia","p1","l2",FALSE
"gilia-p1-l3",1,0.785,0.785,0.121,249.433,"with_petiole",2017-03-22,"gilia","p1","l3",FALSE
"gilia-p2-all",49,31.217,0.637,4.805,253.65,"with_petiole",2017-03-22,"gilia","p2",NA,TRUE
"gilia-p2-l1",1,1.763,1.763,0.271,254.16,"with_petiole",2017-03-22,"gilia","p2","l1",FALSE
"gilia-p2-l2",1,1.433,1.433,0.221,254.675,"with_petiole",2017-03-22,"gilia","p2","l2",FALSE
"gilia-p2-l3",1,1.861,1.861,0.286,250.882,"with_petiole",2017-03-22,"gilia","p2","l3",FALSE
"gilia-p3-all",31,28.435,0.917,4.377,251.073,"with_petiole",2017-03-22,"gilia","p3",NA,TRUE
"gilia-p3-l1",1,1.469,1.469,0.226,250.74,"with_petiole",2017-03-22,"gilia","p3","l1",FALSE
"gilia-p3-l2",1,2.137,2.137,0.329,249.941,"with_petiole",2017-03-22,"gilia","p3","l2",FALSE
"gilia-p3-l3",1,1.449,1.449,0.223,248.951,"with_petiole",2017-03-22,"gilia","p3","l3",FALSE
"gilia-p4-all",52,33.335,0.641,5.131,252.156,"with_petiole",2017-03-22,"gilia","p4",NA,TRUE
"gilia-p4-l1",1,1.975,1.975,0.304,251.633,"with_petiole",2017-03-22,"gilia","p4","l1",FALSE
"gilia-p4-l2",1,1.709,1.709,0.263,245.212,"with_petiole",2017-03-22,"gilia","p4","l2",FALSE
"gilia-p4-l3",1,1.693,1.693,0.261,242.469,"with_petiole",2017-03-22,"gilia","p4","l3",FALSE
"gilia-p5-all",54,28.701,0.531,4.418,253.015,"with_petiole",2017-03-22,"gilia","p5",NA,TRUE
"gilia-p5-l1",2,1.534,0.767,0.236,254.623,"with_petiole",2017-03-22,"gilia","p5","l1",FALSE
"gilia-p5-l2",2,1.758,0.879,0.271,254.55,"with_petiole",2017-03-22,"gilia","p5","l2",FALSE
"gilia-p5-l3",2,1.936,0.968,0.298,254.973,"with_petiole",2017-03-22,"gilia","p5","l3",FALSE
"gilia-p6-all",31,30.461,0.983,4.689,253.8,"with_petiole",2017-03-22,"gilia","p6",NA,TRUE
"gilia-p6-l1",2,1.865,0.932,0.287,254.779,"with_petiole",2017-03-22,"gilia","p6","l1",FALSE
"gilia-p6-l2",2,1.577,0.789,0.243,254.91,"with_petiole",2017-03-22,"gilia","p6","l2",FALSE
"gilia-p6-l3",2,1.871,0.936,0.288,254.746,"with_petiole",2017-03-22,"gilia","p6","l3",FALSE
"gilia-p7-all",41,32.284,0.787,4.969,251.695,"with_petiole",2017-03-22,"gilia","p7",NA,TRUE
"gilia-p7-l1",2,2.628,1.314,0.405,243.945,"with_petiole",2017-03-22,"gilia","p7","l1",FALSE
"gilia-p7-l2",2,2.169,1.085,0.334,253.074,"with_petiole",2017-03-22,"gilia","p7","l2",FALSE
"gilia-p7-l3",2,2.283,1.142,0.351,250.291,"with_petiole",2017-03-22,"gilia","p7","l3",FALSE
"gilia-p8-all",33,23.132,0.701,3.561,254.112,"with_petiole",2017-03-22,"gilia","p8",NA,TRUE
"gilia-p8-l1",1,1.475,1.475,0.227,252.385,"with_petiole",2017-03-22,"gilia","p8","l1",FALSE
"gilia-p8-l2",6,1.043,0.174,0.161,251.469,"with_petiole",2017-03-22,"gilia","p8","l2",FALSE
"gilia-p8-l3",1,1.047,1.047,0.161,254.188,"with_petiole",2017-03-22,"gilia","p8","l3",FALSE
"lebo-p1-all",39,37.673,0.966,5.799,247.674,"with_petiole",2017-03-22,"lebo","p1",NA,TRUE
"lebo-p1-l1",1,2.209,2.209,0.34,254.977,"with_petiole",2017-03-22,"lebo","p1","l1",FALSE
"lebo-p1-l2",1,2.906,2.906,0.447,229.623,"with_petiole",2017-03-22,"lebo","p1","l2",FALSE
"lebo-p1-l3",1,1.024,1.024,0.158,254.906,"with_petiole",2017-03-22,"lebo","p1","l3",FALSE
"lebo-p2-all",28,17.038,0.608,2.622,251.323,"with_petiole",2017-03-22,"lebo","p2",NA,TRUE
"lebo-p2-l1",1,1.63,1.63,0.251,229.278,"with_petiole",2017-03-22,"lebo","p2","l1",FALSE
"lebo-p2-l2",1,1.402,1.402,0.216,254.987,"with_petiole",2017-03-22,"lebo","p2","l2",FALSE
"lebo-p2-l3",1,0.914,0.914,0.141,254.98,"with_petiole",2017-03-22,"lebo","p2","l3",FALSE
"lebo-p3-all",32,20.438,0.639,3.146,252.033,"with_petiole",2017-03-22,"lebo","p3",NA,TRUE
"lebo-p3-l1",1,1.672,1.672,0.257,254.995,"with_petiole",2017-03-22,"lebo","p3","l1",FALSE
"lebo-p3-l2",1,1.446,1.446,0.223,254.991,"with_petiole",2017-03-22,"lebo","p3","l2",FALSE
"lebo-p3-l3",1,1.204,1.204,0.185,254.977,"with_petiole",2017-03-22,"lebo","p3","l3",FALSE
"lebo-p4-all",18,12.493,0.694,1.923,252.235,"with_petiole",2017-03-22,"lebo","p4",NA,TRUE
"lebo-p4-l1",3,2.281,0.76,0.351,254.43,"with_petiole",2017-03-22,"lebo","p4","l1",FALSE
"lebo-p4-l2",2,2.075,1.038,0.319,254.993,"with_petiole",2017-03-22,"lebo","p4","l2",FALSE
"lebo-p4-l3",4,1.179,0.295,0.182,254.881,"with_petiole",2017-03-22,"lebo","p4","l3",FALSE
"lebo-p5-all",58,54.143,0.934,8.334,250.548,"with_petiole",2017-03-22,"lebo","p5",NA,TRUE
"lebo-p5-l1",4,1.944,0.486,0.299,254.905,"with_petiole",2017-03-22,"lebo","p5","l1",FALSE
"lebo-p5-l2",1,2.428,2.428,0.374,254.957,"with_petiole",2017-03-22,"lebo","p5","l2",FALSE
"lebo-p5-l3",3,1.299,0.433,0.2,243.095,"with_petiole",2017-03-22,"lebo","p5","l3",FALSE
"lebo-p6-all-1",47,46.606,0.992,7.174,250.634,"with_petiole",2017-03-22,"lebo","p6",NA,TRUE
"lebo-p6-all-2",51,54.118,1.061,8.33,251.644,"with_petiole",2017-03-22,"lebo","p6",NA,TRUE
"lebo-p6-l1",4,2.103,0.526,0.324,250.195,"with_petiole",2017-03-22,"lebo","p6","l1",FALSE
