sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes.x,X,X.1,X.2,X.3,LDMC,date,Slice,Count,Total.Area,Average.Size,X.Area,Mean,notes.y,all,SLA
NA,non_plot,TOAR,6,2,NA,NA,0.16871,NA,0.0404,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.23946416928457115,2017-04-22,TOAR-p6_L2,14,20.255,1.447,7.308,251.688,,FALSE,2127.6260504201678
NA,non_plot,TOAR,6,3,NA,NA,0.09965,NA,0.0264,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.2649272453587556,2017-04-22,TOAR_P6-l3,13,11.982,0.922,4.323,254.236,,FALSE,1516.7088607594935
NA,non_plot,TOAR,7,1,NA,NA,0.20614,NA,0.053900000000000003,NA,4/22/17,"62x32x25; no petiole, no leaflet compounds",,,,,0.26147278548559233,2017-04-22,TOAR-p7_L1,16,20.63,1.289,7.443,253.369,,FALSE,2989.855072463768
NA,non_plot,TOAR,7,2,NA,NA,0.27891,NA,0.0748,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.2681868703165896,2017-04-22,TOAR_P7-l2,23,30.471,1.325,10.994,253.327,,FALSE,3385.666666666667
NA,non_plot,TOAR,7,3,NA,NA,0.13102,NA,0.0356,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.2717142421004427,2017-04-22,TOAR-p7_L3,14,12.932,0.924,4.666,254.06,,FALSE,1930.1492537313434
NA,non_plot,TOAR,8,1,NA,NA,0.13072,NA,0.0339,NA,4/22/17,"62x35x12; no petiole, no leaflet compounds",,,,,0.2593329253365973,2017-04-22,TOAR_P8-l1,13,13.534,1.041,4.883,253.909,,FALSE,2114.6875
NA,non_plot,TOAR,8,2,NA,NA,0.07857,NA,0.0207,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.2634593356242841,2017-04-22,TOAR-p8_L2,9,8.327,0.925,3.004,253.733,,FALSE,849.6938775510205
NA,non_plot,TOAR,8,3,NA,NA,0.18476,NA,0.0491,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.26575016237280796,2017-04-22,TOAR_P8-l3,19,21.239,1.118,7.663,253.974,,FALSE,2212.3958333333335
NA,non_plot,TRAL,1,1,NA,NA,0.03655,NA,0.0091,NA,4/21/17,8x26x25,,,,,0.24897400820793436,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,1,2,NA,NA,0.03467,NA,0.0095,NA,4/21/17,,,,,,0.27401211421978655,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,1,3,NA,NA,0.05494,NA,0.0149,NA,4/21/17,,,,,,0.2712049508554787,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,2,1,NA,NA,0.00783,NA,0.0024,NA,4/21/17,15x8x5,,,,,0.3065134099616858,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,2,2,NA,NA,0.03081,NA,0.0084,NA,4/21/17,,,,,,0.2726387536514119,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,2,3,NA,NA,0.01467,NA,0.0044,NA,4/21/17,,,,,,0.299931833674165,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,3,1,NA,NA,0.02147,NA,0.0062,NA,4/21/17,18x2x2,,,,,0.2887750349324639,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,3,2,NA,NA,0.02128,NA,0.0062,NA,4/21/17,,,,,,0.2913533834586466,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,3,3,NA,NA,NA,NA,NA,NA,4/21/17,,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,4,1,NA,NA,0.02324,NA,0.0064,NA,4/21/17,29x23x9,,,,,0.2753872633390706,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,4,2,NA,NA,0.07625,NA,0.0209,NA,4/21/17,,,,,,0.27409836065573767,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,4,3,NA,NA,0.06617,NA,0.017,NA,4/21/17,,,,,,0.256914009369805,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,5,1,NA,NA,0.04823,NA,0.0137,NA,4/21/17,23x3x7,,,,,0.28405556707443497,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,5,2,NA,NA,0.01336,NA,0.0043,NA,4/21/17,,,,,,0.3218562874251497,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,5,3,NA,NA,0.04598,NA,0.0126,NA,4/21/17,,,,,,0.274032187907786,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,6,1,NA,NA,0.00618,NA,0.0018,NA,4/21/17,22x3x2,,,,,0.2912621359223301,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,6,2,NA,NA,0.01802,NA,0.0048,NA,4/21/17,,,,,,0.2663706992230854,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,6,3,NA,NA,0.01873,NA,0.0058,NA,4/21/17,,,,,,0.30966364121729845,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,7,1,NA,NA,0.01025,NA,0.0024,NA,4/21/17,23x3x3,,,,,0.2341463414634146,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,7,2,NA,NA,0.01509,NA,0.0038,NA,4/21/17,,,,,,0.25182239893969516,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,7,3,NA,NA,0.06473,NA,0.0162,NA,4/21/17,,,,,,0.2502703537772285,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,8,1,NA,NA,0.02649,NA,0.0075,NA,4/21/17,11x17x14,,,,,0.28312570781426954,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,8,2,NA,NA,0.02771,NA,0.008,NA,4/21/17,,,,,,0.28870443883074703,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,TRAL,8,3,NA,NA,0.02948,NA,0.0085,NA,4/21/17,,,,,,0.2883310719131615,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
